,Track,Session,Time_Of_Day,Rain,Air_Temperature,Track_Temperature,Grip_Level,Car,Fuel,Front_Brake_Compound,Rear_Brake_Compound,Brake_Bias,TC,TC_Cut,ABS,Engine_Map,Tyres,Tyre_Temperature_Front_Left,Tyre_Temperature_Front_Right,Tyre_Temperature_Rear_Left,Tyre_Temperature_Rear_Right,Tyre_Pressure_Front_Left,Tyre_Pressure_Front_Right,Tyre_Pressure_Rear_Left,Tyre_Pressure_Rear_Right,Lap,Last_Lap_Time,Sector,Last_Sector_Time
0,Imola,7,32400.0,0,27.038787841796875,27.637081146240234,1,honda_nsx_gt3_evo,61.373260498046875,1,1,0.699999988079071,3,3,3,0,1,69.18408966064453,70.75312805175781,71.10940551757812,72.41141510009766,26.321672439575195,25.872303009033203,25.606504440307617,25.331497192382812,0,NULL,0,0
1,Imola,7,32422.86328125,0,27.047212600708008,27.661937713623047,1,honda_nsx_gt3_evo,60.63839340209961,1,1,0.699999988079071,3,3,3,0,1,71.40784454345703,73.59171295166016,74.830078125,77.32168579101562,26.53569221496582,26.14534568786621,25.9642276763916,25.803422927856445,0,NULL,1,22862
2,Imola,7,32458.365234375,0,27.06028938293457,27.70053482055664,1,honda_nsx_gt3_evo,59.76416015625,1,1,0.699999988079071,3,3,3,0,1,75.05668640136719,80.31877136230469,79.28580474853516,84.01077270507812,26.886817932128906,26.791980743408203,26.39281463623047,26.4464111328125,0,NULL,2,58370
3,Imola,7,32510.357421875,0,27.079437255859375,27.7570743560791,1,honda_nsx_gt3_evo,58.343849182128906,1,1,0.699999988079071,3,3,3,0,1,82.66836547851562,84.24238586425781,84.96084594726562,88.42542266845703,27.618764877319336,27.169872283935547,26.9388427734375,26.871444702148438,0,NULL,0,0
4,Imola,7,32533.296875,0,27.08786964416504,27.781984329223633,1,honda_nsx_gt3_evo,57.63812255859375,1,1,0.699999988079071,3,3,3,0,1,82.25202178955078,84.32832336425781,85.72901153564453,89.63031005859375,27.579336166381836,27.178661346435547,27.01312828063965,26.987651824951172,1,110367,1,22940
5,Imola,7,32568.5625,0,27.100830078125,27.820281982421875,1,honda_nsx_gt3_evo,56.760372161865234,1,1,0.699999988079071,3,3,3,0,1,81.51327514648438,86.64823913574219,85.76974487304688,91.26581573486328,27.509246826171875,27.402202606201172,27.017868041992188,27.145490646362305,1,110367,2,58192
6,Imola,7,32618.2734375,0,27.119110107421875,27.874317169189453,1,honda_nsx_gt3_evo,55.36476516723633,1,1,0.699999988079071,3,3,3,0,1,82.98089599609375,86.62549591064453,87.72608184814453,91.3769760131836,27.651308059692383,27.40119171142578,27.206846237182617,27.157331466674805,1,110367,0,0
7,Imola,7,32641.626953125,0,27.127676010131836,27.8996524810791,1,honda_nsx_gt3_evo,54.622684478759766,1,1,0.699999988079071,3,3,3,0,1,81.81739807128906,86.54729461669922,87.65106964111328,91.70984649658203,27.5401611328125,27.39423179626465,27.200191497802734,27.189834594726562,2,107902,1,23370
8,Imola,7,32677.27734375,0,27.14075469970703,27.938337326049805,1,honda_nsx_gt3_evo,53.748931884765625,1,1,0.699999988079071,3,3,3,0,1,81.92040252685547,88.2745132446289,87.0104751586914,92.46588897705078,27.550884246826172,27.560880661010742,27.1395320892334,27.263256072998047,2,107902,2,59017
9,Imola,7,32727.623046875,0,27.159208297729492,27.992948532104492,1,honda_nsx_gt3_evo,52.35623550415039,1,1,0.699999988079071,3,3,3,0,1,83.1124038696289,87.70625305175781,88.16918182373047,92.01321411132812,27.6664981842041,27.507448196411133,27.251956939697266,27.220958709716797,2,107902,0,0
10,Imola,7,32750.443359375,0,27.167552947998047,28.017656326293945,1,honda_nsx_gt3_evo,51.640769958496094,1,1,0.699999988079071,3,3,3,0,1,81.636962890625,87.4088134765625,87.66340637207031,92.09376525878906,27.525390625,27.479488372802734,27.203927993774414,27.2292423248291,3,109360,1,22817
11,Imola,7,32785.26953125,0,27.18031120300293,28.055438995361328,1,honda_nsx_gt3_evo,50.713356018066406,1,1,0.699999988079071,3,3,3,0,1,83.7095718383789,89.52761840820312,86.84967041015625,92.5811538696289,27.725177764892578,27.683712005615234,27.12662696838379,27.27684783935547,3,109360,2,57650
12,Imola,7,32835.046875,0,27.19849967956543,28.109325408935547,1,honda_nsx_gt3_evo,49.31565856933594,1,1,0.699999988079071,3,3,3,0,1,86.301513671875,88.91144561767578,88.66828155517578,91.89708709716797,27.975168228149414,27.62572479248047,27.302377700805664,27.212345123291016,3,109360,0,0
13,Imola,7,32857.8671875,0,27.206846237182617,28.134061813354492,1,honda_nsx_gt3_evo,48.6026611328125,1,1,0.699999988079071,3,3,3,0,1,84.4489974975586,88.10086822509766,88.23283386230469,92.05777740478516,27.79785919189453,27.54844093322754,27.2611083984375,27.228303909301758,4,107425,1,22815
14,Imola,7,32906.44921875,0,27.224580764770508,28.186641693115234,1,honda_nsx_gt3_evo,47.725830078125,1,1,0.699999988079071,3,3,3,0,1,83.23693084716797,94.50151824951172,88.35619354248047,97.9590835571289,27.682628631591797,28.164039611816406,27.274051666259766,27.795963287353516,4,107425,2,71397
15,Imola,7,32956.7890625,0,27.242935180664062,28.241086959838867,1,honda_nsx_gt3_evo,46.32255554199219,1,1,0.699999988079071,3,3,3,0,1,82.9622802734375,90.61093139648438,89.02294921875,95.3462142944336,27.65744400024414,27.791717529296875,27.3392333984375,27.546302795410156,4,107425,0,0
16,Imola,7,32979.40234375,0,27.25118064880371,28.265554428100586,1,honda_nsx_gt3_evo,45.592254638671875,1,1,0.699999988079071,3,3,3,0,1,81.58853149414062,89.1226806640625,88.38953399658203,94.40022277832031,27.526092529296875,27.649372100830078,27.278953552246094,27.45601463317871,5,121737,1,22615
17,Imola,7,33014.11328125,0,27.263826370239258,28.30309295654297,1,honda_nsx_gt3_evo,44.64541244506836,1,1,0.699999988079071,3,3,3,0,1,82.01390075683594,91.57838439941406,87.95506286621094,95.24894714355469,27.567737579345703,27.885929107666016,27.238054275512695,27.53830337524414,5,121737,2,57325
18,Imola,7,33063.9609375,0,27.28194808959961,28.35690689086914,1,honda_nsx_gt3_evo,43.23752975463867,1,1,0.699999988079071,3,3,3,0,1,83.57919311523438,89.97429656982422,89.37388610839844,94.01080322265625,27.719165802001953,27.733097076416016,27.37541961669922,27.42060089111328,5,121737,0,0
